"Средняя зарплата","published_at","salary_from Замена","salary_to Замена","дата без времени","id","name","has_test","response_letter_required","salary_currency","created_at","parsed_at","url","employer_name","description","alternate_url","area_id","area_name","salary_from Заменен","salary_to Заменен","salary_gross"
"60000","2021-08-09 14:57:15+00","60000","60000","","46914213","Младший бизнес-аналитик в проектную команду","","","RUR","2021-08-09 14:57:15+00","2021-08-11 15:01:23.122529+00","https://api.hh.ru/vacancies/46914213?host=hh.ru","Chic.orico","<strong>Обязанности:</strong> <p>- Автоматизация (автоматическая отчётность в органы, доработка системы)</p> <p>- Работа с поставщиками (оптимизация цен)</p> <p>- Бизнес анализ предприятия</p> <strong>Требования:</strong> <p>- Математический склад ума (Последние курсы или выпускник хорошего ВУЗа)</p> <p>- Опыт работы не требуется (всему обучим сами)</p> <p>- Ответственность и желание</p> <strong>Условия:</strong> <p>​​​​​​​- Гибкий график работы</p> <p>- Частичная удалёнка (70%)</p> <p>- Оплачиваем проезд в метро</p> <p>- Двухразовое БЕСПЛАТНОЕ питание</p> <p>- ЗП 2 раза в месяц</p>","https://hh.ru/vacancy/46914213","1","Москва","","","FALSE"
"40000","2021-09-04 13:57:03+00","30000","50000","","46874423","Младший бизнес-аналитик","","","RUR","2021-09-04 13:57:03+00","2021-09-06 11:13:09.150642+00","https://api.hh.ru/vacancies/46874423?host=hh.ru","Интроверт","<p><strong>Интроверт ЦРМ Системы</strong> — интегратор, специализирующийся на цифровой трансформации процессов продаж. Мы фокусируемся исключительно на amoCRM как на платформе, на базе которой делаем сложные проекты по внедрению и интеграции для крупных заказчиков.</p> <p>Среди наших клиентов: <strong>Skillbox</strong>, <strong>Яндекс</strong>, <strong>Ernst &amp; Young</strong>, <strong>СДЭК</strong>, <strong>Башня Федерации</strong>, <strong>Финансовая группа Открытие</strong>, <strong>Ведомости</strong>, <strong>Нетология групп</strong>, <strong>Альпина Паблишер</strong>, <strong>Braun</strong> и другие.</p> <p><strong>CRM </strong>— <strong>сопровождение</strong> - это одно из наших ведущих направлений для развития малого, среднего и крупного бизнеса. Мы регулярно набираем бизнес-аналитиков (2-3 человека в месяц), так как наша услуга действует в формате подписки, а количество клиентов на одном аналитике ограничено. Каждый месяц к нам обращается все больше клиентов, которым необходимо CRM сопровождение. Именно поэтому сейчас мы активно набираем людей на позицию<strong> junior бизнес-аналитика.</strong></p> <p><strong>Что будете делать</strong></p> <p>Если говорить о задачах масштабно, то именно вы помогаете малому и среднему бизнесу увеличивать продажи.</p> <ol> <li>Анализировать бизнес показатели отделов продаж, находить проблемы в процессах работы отделов и CRM — системе;</li> <li>Формулировать и описывать список задач для развития компаний клиента;</li> <li>Внедрять изменения и фиксировать их динамику;</li> <li>Настраивать различные сервисы: CRM-систему, виртуальные ATC (IP-телефония), сервисы сквозной аналитики и т.д;</li> <li>Собирать требования для реализации кастомных доработок от клиентов по CRM - системе;</li> <li>Составлять технические задания для разработчиков по кастомным доработкам, проверять их реализацию;</li> <li>Вести переговоры, согласовывать, договариваться и даже управлять людьми;</li> </ol> <p><strong>Что ждем от вас</strong></p> <p>Самое главное - реальное желание помочь клиенту и его компании. Мы часто сталкиваемся с тем, что к нам приходят клиенты и не понимают, что им мешает расти. Наша задача помочь найти решение и выстроить клиенту процессы, благодаря которым его бизнес будет стремительно развиваться;</p> <ol> <li>Важно быть проактивным. Уметь самостоятельно искать решение, а не отговорки;</li> <li>Грамотно излагать свои мысли в тексте и устно;</li> <li>Отлично владеть компьютером, а также облачными сервисами, например: Google Docs, Skype, Zoom, календарь и т.д.;</li> <li>Базово понимать что такое интернет-маркетинг, B2B-продажи, зачем нужны сервисы рассылки, CRM, IP-телефония, лендинги и т.д;</li> <li>Большое желание и амбиции развиваться в IT-сфере. Первые месяц ты проходишь стажировку: активно обучаешься, знакомишься с нашей системой, сервисами и регламентами компании. Уже через месяц, ты попадаешь в команду на позицию младшего бизнес-аналитика, а через 4-6 месяцев мы можем рассмотреть твою кандидатуру на позицию тимлида junior аналитиков или рост в отдел CRM-сопровождения с более сложными задачами, интересными клиентами и другой денежной мотивацией;</li> <li>Круто, если у вас есть опыт переговоров или продаж;</li> <li>Наличие оборудования (ноутбук/гарнитура);</li> <li>Опыт работы а amoCRM будет преимуществом;</li> </ol> <p><strong>Что мы предлагаем</strong></p> <ol> <li>Удалённая работа. Вы можете работать из любой точки мира, главное - стабильный интернет и хорошая гарнитура;</li> <li>График работы 5/2 с 9:00 - 18:00;</li> <li>Регулярное обучение. У нас есть готовая база знаний, регулярные планерки, также вам будет помогать руководитель и команда аналитиков. Главное, чтобы вы были готовы много обучаться, находить и проверять информацию;</li> <li>Заработная плата на старте (стажировка 1 месяц) - 20.000 рублей. После стажировки от 30.000 рублей. Рост до 40.000 - 45.000 рублей в течение 6 месяцев;</li> <li>Рост до руководителя команды аналитиков. Один из главных HR-принципов, которым мы дорожим, заключается в том, что мы не нанимаем руководителей со стороны, а исключительно поднимаем людей вверх по позициям из линейного персонала. Это значит, что при росте компании и с течением времени у лучших сотрудников есть гарантированное право подняться по карьерной лестнице. Один из сотрудников с позиции junior аналитика меньше чем за 6 месяцев вырос до тимлида команды junior аналитиков.</li> <li>Хоть мы и предлагаем удалённую работу, но несколько раз в год мы собираем весь наш коллектив, из разных уголков мира, в Москве на корпоративное мероприятие (проезд и проживание оплачивает компания);</li> </ol>","https://hh.ru/vacancy/46874423","1","Москва","","","FALSE"
"150000","2021-11-04 07:24:52+00","150000","150000","","48357871","Бизнес-аналитик 1 С","","","RUR","2021-11-04 07:24:52+00","2021-11-05 07:08:53.259622+00","https://api.hh.ru/vacancies/48357871?host=hh.ru","4ФРЭШ","<p>Привет!</p> <p> </p> <p>Мы — компания 4fresh, федеральный онлайн-магазин полезных продуктов №1 в России. Наша компания родилась в Обнинске в 2010 году и на данный момент имеет центральный офис в Обнинске и представительство в Москве. Мы растем в 2 раза в год, поэтому нам постоянно требуются новые сотрудники.</p> <p>Мы не похожи на обычную рядовую компанию. Мы любим людей и верим в командную игру, любим обучаться, проводим масштабные мероприятия в Москве, дарим 15% скидку на всю продукцию компании всем сотрудникам, выезжаем на природу и проводим 2 корпоратива ежегодно.</p> <p>Сейчас ищем в команду Бизнес аналитика 1С.</p> <p>Требования:</p> <ul> <li>Участие во внутренних проектах по автоматизации на базе платформы 1С.</li> <li>Сбор, формализация и согласование требований с владельцами процессов.</li> <li>Сбор информации, описание и моделирование бизнес-процессов.</li> <li>Оценка трудозатрат и сроков.</li> <li>Разработка функциональных требований/технического задания.</li> <li>Взаимодействие с командами разработки</li> <li>Документирование бизнес-процессов.</li> <li>Контроль процесса внедрения бизнес-процессов в систему.</li> <li>Разработка документации и обучения для сотрудников</li> </ul> <p>Обязанности:</p> <ul> <li>понимание процессов разработки;</li> <li>понимание и умение описывать бизнес-процессы;</li> <li>знание процессов управления архитектурой и контролем качества внедрения информационных систем (1С);</li> <li>знание основных механизмов платформы 1С предприятие 8.3; Конфигурации (УТ, КА, ERP)</li> <li>Коммуникабельность</li> <li>Стрессоустойчивость</li> <li>Критическое мышление</li> </ul> <p>Условия работы:</p> <ul> <li>Официальное оформление по ТК РФ</li> <li>Режим работы с 9:00 до 18:00 Понедельник - пятница.</li> <li><strong>Рассматриваем возможность удаленной работы</strong></li> <li>Уникальный опыт работы в динамичном Интернет-бизнесе</li> <li>Курсы и профессиональные мероприятия за счет компании</li> <li>Корпоративная библиотека</li> <li>Достойное вознаграждение с учетом конкретных результатов</li> <li>Cashback 15 % на весь ассортимент 4fresh</li> </ul>","https://hh.ru/vacancy/48357871","1","Москва","","","TRUE"
"40000","2021-10-29 19:14:51+00","30000","50000","","48384639","Младший бизнес-аналитик","","","RUR","2021-10-29 19:14:51+00","2021-11-01 14:59:55.122868+00","https://api.hh.ru/vacancies/48384639?host=hh.ru","Интроверт","<p><strong>Интроверт ЦРМ Системы</strong> — интегратор, специализирующийся на цифровой трансформации процессов продаж. Мы фокусируемся исключительно на amoCRM как на платформе, на базе которой делаем сложные проекты по внедрению и интеграции для крупных заказчиков.</p> <p>Среди наших клиентов: <strong>Skillbox</strong>, <strong>Яндекс</strong>, <strong>Ernst &amp; Young</strong>, <strong>СДЭК</strong>, <strong>Башня Федерации</strong>, <strong>Финансовая группа Открытие</strong>, <strong>Ведомости</strong>, <strong>Нетология групп</strong>, <strong>Альпина Паблишер</strong>, <strong>Braun</strong> и другие.</p> <p><strong>CRM </strong>— <strong>сопровождение</strong> - это одно из наших ведущих направлений для развития малого, среднего и крупного бизнеса. Мы регулярно набираем бизнес-аналитиков (2-3 человека в месяц), так как наша услуга действует в формате подписки, а количество клиентов на одном аналитике ограничено. Каждый месяц к нам обращается все больше клиентов, которым необходимо CRM сопровождение. Именно поэтому сейчас мы активно набираем людей на позицию<strong> junior бизнес-аналитика.</strong></p> <p><strong>Что будете делать</strong></p> <p>Если говорить о задачах масштабно, то именно вы помогаете малому и среднему бизнесу увеличивать продажи.</p> <ol> <li>Анализировать бизнес показатели отделов продаж, находить проблемы в процессах работы отделов и CRM — системе;</li> <li>Формулировать и описывать список задач для развития компаний клиента;</li> <li>Внедрять изменения и фиксировать их динамику;</li> <li>Настраивать различные сервисы: CRM-систему, виртуальные ATC (IP-телефония), сервисы сквозной аналитики и т.д;</li> <li>Собирать требования для реализации кастомных доработок от клиентов по CRM - системе;</li> <li>Составлять технические задания для разработчиков по кастомным доработкам, проверять их реализацию;</li> <li>Вести переговоры, согласовывать, договариваться и даже управлять людьми;</li> </ol> <p><strong>Что ждем от вас</strong></p> <p>Самое главное - реальное желание помочь клиенту и его компании. Мы часто сталкиваемся с тем, что к нам приходят клиенты и не понимают, что им мешает расти. Наша задача помочь найти решение и выстроить клиенту процессы, благодаря которым его бизнес будет стремительно развиваться;</p> <ol> <li>Важно быть проактивным. Уметь самостоятельно искать решение, а не отговорки;</li> <li>Грамотно излагать свои мысли в тексте и устно;</li> <li>Отлично владеть компьютером, а также облачными сервисами, например: Google Docs, Skype, Zoom, календарь и т.д.;</li> <li>Базово понимать что такое интернет-маркетинг, B2B-продажи, зачем нужны сервисы рассылки, CRM, IP-телефония, лендинги и т.д;</li> <li>Большое желание и амбиции развиваться в IT-сфере. Первые месяц ты проходишь стажировку: активно обучаешься, знакомишься с нашей системой, сервисами и регламентами компании. Уже через месяц, ты попадаешь в команду на позицию младшего бизнес-аналитика, а через 4-6 месяцев мы можем рассмотреть твою кандидатуру на позицию тимлида junior аналитиков или рост в отдел CRM-сопровождения с более сложными задачами, интересными клиентами и другой денежной мотивацией;</li> <li>Круто, если у вас есть опыт переговоров или продаж;</li> <li>Наличие оборудования (ноутбук/гарнитура);</li> <li>Опыт работы а amoCRM будет преимуществом;</li> </ol> <p><strong>Что мы предлагаем</strong></p> <ol> <li>Удалённая работа. Вы можете работать из любой точки мира, главное - стабильный интернет и хорошая гарнитура;</li> <li>График работы 5/2 с 9:00 - 18:00;</li> <li>Регулярное обучение. У нас есть готовая база знаний, регулярные планерки, также вам будет помогать руководитель и команда аналитиков. Главное, чтобы вы были готовы много обучаться, находить и проверять информацию;</li> <li>Заработная плата на старте (стажировка 1 месяц) - 20.000 рублей. После стажировки от 30.000 рублей. Рост до 40.000 - 45.000 рублей в течение 6 месяцев;</li> <li>Рост до руководителя команды аналитиков. Один из главных HR-принципов, которым мы дорожим, заключается в том, что мы не нанимаем руководителей со стороны, а исключительно поднимаем людей вверх по позициям из линейного персонала. Это значит, что при росте компании и с течением времени у лучших сотрудников есть гарантированное право подняться по карьерной лестнице. Один из сотрудников с позиции junior аналитика меньше чем за 6 месяцев вырос до тимлида команды junior аналитиков.</li> <li>Хоть мы и предлагаем удалённую работу, но несколько раз в год мы собираем весь наш коллектив, из разных уголков мира, в Москве на корпоративное мероприятие (проезд и проживание оплачивает компания);</li> </ol>","https://hh.ru/vacancy/48384639","1","Москва","","","FALSE"
"57500","2021-07-26 05:24:44+00","35000","80000","","46472504","Бизнес-аналитик","","","RUR","2021-07-26 05:24:44+00","2021-07-29 03:11:07.768312+00","https://api.hh.ru/vacancies/46472504?host=hh.ru","Ельмикеев Евгений Иванович","<p>«СРМ-Решение» – официальный партнёр amoCRM. Мы входим в топ-20 интеграторов, специализируемся на автоматизации отделов продаж и построении отчётности.</p> <p>Работаем с клиентами по всему миру и имеем более 200 выполненных проектов.</p> <p>Сейчас мы растём, увеличиваем чек и количество проектов, поэтому расширяем штат. Готовы обучить всему с нуля и даём возможность вертикального роста, ждём от Вас амбиций и инициативности.</p> <p><strong>Чем предстоит заниматься:</strong></p> <p>– проводить аудиты amoCRM для клиентов;</p> <p>– разбираться в amoCRM и уметь подобрать правильное решение под задачу;</p> <p>– внедрять бизнес-процессы под разных клиентов;</p> <p>– разбираться в партнёрских сервисах (лендинги, телефония, система сквозной аналитики) и уметь интегрировать их с amoCRM;</p> <p>– описывать технические задания и сотрудничать с разработкой.</p> <p><strong>Мы ожидаем, что вы:</strong></p> <p>– умеете грамотно выстраивать коммуникацию: с заказчиком и коллегами;</p> <p>– умеете пользоваться google-таблицами, google-документами, zoom;</p> <p>– умеете быстро ориентироваться в новой информации и работать с ней;</p> <p>– умеете задавать правильные вопросы и умеете структурировать ответы на них.</p> <p><strong>Плюсами будут:</strong></p> <p>– общее понимание работы интернета и того, как системы обмениваются данными;</p> <p>– умение строить BPM-схемы;</p> <p>– навыки ведения переговоров.</p> <p><strong>Мы предлагаем:</strong></p> <p>– официальное оформление по ТК РФ после прохождения стажировки;</p> <p>– график работы с 9:00 до 18:00 по Москве;</p> <p>– наставника на время всего погружения;</p> <p>– материалы для самостоятельного изучения системы;</p> <p>– возможность быстрого роста до менеджера среднего звена и руководителя проектов;</p> <p>– интересные проекты в портфолио;</p> <p>– много творческих задач;</p> <p>– на старте фиксированная часть: 30 000 рублей + процент от стоимости реализованных проектов;</p> <p>– постепенное повышение дохода в зависимости от компетенций до 80 000 на позиции аналитика;</p> <p>– вертикальный рост до руководителя проектов с другой мотивацией и окладом;</p> <p>– работу из любой точки мира, главное – камера и стабильный интернет.</p> <p><strong>Что дальше?</strong></p> <p>– попросим выполнить небольшое тестовое задание;</p> <p>– пригласим на собеседование, по результатам которого предложим стажировку;</p> <p>– на стажировке расскажем о принципах нашей работы и научим полноценно работать с CRM;</p> <p>– по итогам пройденной стажировки вы получите проект в портфолио и навыки работы с CRM;</p> <p>– выход на работу, ведение проекта в качестве помощника старшего аналитика.</p> <p>Рассмотрим те отклики, которые начинаются с фразы в сопроводительном письме «Хочу работать с amoCRM». Ждем вас!</p>","https://hh.ru/vacancy/46472504","1","Москва","","","FALSE"
"141500","2021-08-16 09:16:17+00","113000","170000","","47091327","Бизнес-аналитик","","","RUR","2021-08-16 09:16:17+00","2021-08-19 07:12:32.802534+00","https://api.hh.ru/vacancies/47091327?host=hh.ru","Мособлгаз","<strong>Обязанности:</strong> <p>• Исследование рынка, передовой отраслевой практики, конкурентов<br />• Подготовка и проведение интервью с экспертами, менеджерами и топ-менеджерами<br />• Моделирование рынка, финансовое моделирование, анализ финансовых показателей в Excel и MS Power BI<br />• Анализ данных: чувствительность, корреляция, сценарный анализ, анализ факторов влияния, прогнозирование, и др.<br />• Создание математических и финансовых моделей предприятия, окупаемости инвестиций, спроса, эластичности, ценообразования, и др.<br />• Структурирование и коммуникация выводов, гипотез и рекомендаций посредством графиков, таблиц и создания законченных презентаций в PowerPoint<br />• Подготовка промежуточных и финальных презентаций для проектной команды и заказчика<br />• Постановка задач разработчикам систем, контроль разработок</p> <p><strong>Требования:</strong></p> <p><strong>Образование:</strong></p> <p>Высшее профессиональное (техническое / финансовое / экономическое) образование, дополнительное профессиональное образование - программы повышения квалификации/или программы профессиональной переподготовки</p> <p><strong>Необходимые профессиональные знания, умения и навыки (необходимые профессиональные компетенции):</strong></p> <p>Продвинутые навыки работы с Excel, источниками данных MS SQL, HANA, e.t.c<br />• Навыки разработки и тестирования финансовых (прогнозных) моделей на базе Excel и MS Power BI<br />• Продвинутые навыки работы в PowerPoint<br />• Отличные аналитические навыки, развитое системное, стратегическое и логическое мышление<br />• Навыки исследований и обработки информации, полученной в ходе интервью<br />• Хорошие коммуникационные навыки и навыки командной работы<br />• Быстрая обучаемость и опыт работы с большими объемами информации<br />• Взятие ответственности за свой участок работы, автономность и самостоятельность</p> <p><strong>Уровень владения ПК:</strong></p> <p>На уровне опытного пользователя</p> <p><strong>Владение программными продуктами:</strong></p> <p>1С, Word, Excel, Power Point, Power BI, Visio</p> <p><strong>Желательный опыт работы:</strong></p> <p>От 2 лет</p> <p> </p> <p> </p> <p> </p>","https://hh.ru/vacancy/47091327","1","Москва","","","TRUE"
"110000","2021-09-14 07:14:36+00","90000","130000","","47319389","Бизнес-аналитик","","","RUR","2021-09-14 07:14:36+00","2021-09-16 19:10:21.484976+00","https://api.hh.ru/vacancies/47319389?host=hh.ru","Лига Спорта","<p><strong>Junior Projects </strong>- это бренд, под которым мы занимаемся разработкой собственных продуктов для сферы образования. Наш бизнес основан на уникальной IT-платформе собственной разработки Education ERP – системе управления детскими школами дополнительного образования.</p> <p>Среди наших клиентов такие образовательные учреждения как Спартак Юниор, ЭИ Дети, Русский Балет, Бенуа и многие другие.</p> <p>Мы ищем бизнес-аналитика в команду Education ERP - системы управления школами дополнительного образования.</p> <p><strong>Задачи</strong></p> <ul> <li>Выявлять реальные боли клиентов, формировать требования к продукту и документировать их;</li> <li>Выдвигать и проверять гипотезы совместно с продакт-менеджером;</li> <li>Исследовать, анализировать и документировать бизнес-процессы;</li> <li>Взаимодействовать с дизайнерами при проектировании решений;</li> <li>Формировать базу знаний в Confluence;</li> </ul> <p><strong>Требования</strong></p> <ul> <li>Опыт работы в аналогичной роли от 1.5 лет;</li> <li>Высшее образование;</li> <li>Способность писать простые агрегирующие запросы на SQL;</li> <li>Понимание процесса разработки информационных систем;</li> </ul> <p><strong>Будет плюсом</strong></p> <ul> <li>Знание основ UML;</li> <li>Опыт работы с Google analytics/Яндекс.Метрика;</li> <li>Опыт работы с CRM/ERP системами;</li> <li>опыт работы с Yandex DataLens, Power BI и пр.</li> </ul>","https://hh.ru/vacancy/47319389","1","Москва","","","TRUE"
"55000","2021-08-16 07:57:10+00","45000","65000","","47085872","Бизнес-аналитик / IT-консультант","","","RUR","2021-08-16 07:57:10+00","2021-08-19 07:00:19.12036+00","https://api.hh.ru/vacancies/47085872?host=hh.ru","Ред Лаб","<p><strong>ЧТО МЫ ДЕЛАЕМ</strong></p> <p>Мы разрабатываем, внедряем и поддерживаем облачный сервис WorkPoint (www.getworkpoint.ru).</p> <p>WorkPoint - система класса Professional Services Automation. Наши клиенты: IT-интеграторы, Аудиторы, Архитектурные бюро, Инженерные компании, Управленческий / финансовый / юридический консалтинг.</p> <p>WorkPoint помогает таким компаниям наладить процессы учета рабочего времени, ресурсного планирования и управления финансами по проектам.</p> <p><strong>ЧТО ДЕЛАЕТ КОНСУЛЬТАНТ ПО ВНЕДРЕНИЮ</strong></p> <p>Занимается очень разнообразными задачами на стыке бизнеса и технологий. Задачи можно разделить на две группы:</p> <p><strong>Внешние:</strong></p> <ol> <li>Консультирует клиентов по методическим вопросам (Как правильно считать финансовый результат по проектам? Какие статьи затрат включать в расчет валовой рентабельности? Как правильно рассчитывать себестоимость труда? Как правильно выстраивать процесс учета трудозатрат по проектам? и т.д.).</li> <li>Помогает клиентам настраивать WorkPoint, проводит обучение, помогает клиентам разбираться в системе.</li> <li>Помогает клиентам строить отчеты (в том числе, во внешних BI-системах).</li> <li>Помогает клиентам строить интеграции с другими системами (частично готовит ТЗ на интеграцию, описывает бизнес-процессы).</li> </ol> <p><strong>Внутренние:</strong></p> <ol> <li>Помогает тестировать продукт и обновления.</li> <li>Поддерживает в актуальном состоянии справку и документацию.</li> <li>Участвует в пресейлах и презентациях.</li> </ol> <p><strong>ТРЕБОВАНИЯ К КАНДИДАТУ</strong></p> <p>Готовых специалистов в нашей области практически нет. Мы всему научим и все объясним, но все же есть ряд требований, на которые мы ориентируемся:</p> <ul> <li>Опыт работы — необязательно, но желательно. Рассмотрим студентов последних курсов.</li> <li>Английский язык - у нас есть клиенты в EU и US. Разговорный английский будет огромным преимуществом. Как минимум нужно грамотно писать и свободно читать на английском. <strong>Важно</strong>: будем проверять английский на собеседовании.</li> <li>Обучаемость - ключевое требование. В первое время придется освоить огромный массив информации о специфике бизнеса наших клиентов, о продукте, о технической составляющей.</li> <li>Навыки работы в MS Office. Мы любим хорошо оформленные документы, за которые не стыдно перед клиентами. Нам будет комфортно с человеком, который в состоянии написать три абзаца связанного структурированного текста и нормально его отформатировать. Важно уметь работать в Excel, хотя бы на уровне построения сводных таблиц. Хорошо бы уметь собирать простые презентации в Power Point, а в идеале - еще и связанно их рассказывать.</li> </ul> <p><strong>ОРГАНИЗАЦИЯ РАБОТЫ</strong></p> <ul> <li>Работаем удаленно, т.е. из дома. Такие времена.</li> <li>Используем корпоративный мессенджер Slack (чаще созваниваемся в режиме видеоконференции).</li> </ul> <p><strong>ЗАРАБОТНАЯ ПЛАТА И ОФОРМЛЕНИЕ</strong></p> <ul> <li>Трудовой договор по ТК, все выплаты официально на карту.</li> <li>Размер оклада обсуждаем на собеседовании.</li> </ul> <p>Дополнительные инструкции</p> <p>Собеседование в Zoom. На собеседовании будут практические задачки, поэтому нужно быть готовым расшарить экран.</p>","https://hh.ru/vacancy/47085872","1","Москва","","","FALSE"
"55000","2021-09-07 11:06:25+00","40000","70000","","47723804","Бизнес-аналитик","","","RUR","2021-09-07 11:06:25+00","2021-09-08 07:13:05.81053+00","https://api.hh.ru/vacancies/47723804?host=hh.ru","ЛИМТ","<strong>Обязанности:</strong> <ul> <li>разработка и составление бизнес-планов по проектам заказчиков</li> <li>разработка и составление финансовых моделей</li> <li>разработка и составление технических заданий и графиков проектов</li> </ul> <strong>Требования:</strong> <ul> <li>высшее техническое образование</li> <li>высшее экономическое образование приветствуется</li> <li>широкий кругозор и системное мышление</li> <li>аналитические навыки</li> <li>умение работать с открытыми информационными источниками</li> <li>опыт работы от года и\или аспирантура ВУЗа</li> </ul> <strong>Условия:</strong> <ul> <li>удаленный режим работы</li> <li>испытательный срок до 3 месяцев</li> <li>бонусы за достижение результата</li> </ul>","https://hh.ru/vacancy/47723804","90","Томск","","","TRUE"
"187500","2021-09-07 15:24:42+00","125000","250000","","47736101","Бизнес-аналитик","","","RUR","2021-09-07 15:24:42+00","2021-09-09 11:11:59.484631+00","https://api.hh.ru/vacancies/47736101?host=hh.ru","PointPay","<p>У вас есть уникальная возможность не просто быть частью чего-то большого, а сделать свой собственный крутой продукт мирового уровня, позволяющий миллионам людей решать финансовые вопросы. Вы с нами?</p> <p><strong>PointPay</strong> – криптовалютная банковская экосистема, входящая в 5-ку лидеров своего направления. Мы заменяем традиционную банковскую модель, позволяя осуществлять недорогие и мгновенные переводы средств по всему миру с использованием нашей собственной оффчейн-технологии и токена PointPay (PXP). Посмотреть на нас можно здесь Pointpay.io</p> <p><strong>Что предстоит делать:</strong></p> <ul> <li>вести front to back проекты по криптовалютным продуктам;</li> <li>анализировать требования заказчиков по развитию ПО</li> <li>ставить ТЗ разработчикам;</li> <li>вырабатывать решения по автоматизации бизнес-процессов компании;</li> <li>контролировать выполнения работ по поставленным задачам;</li> <li>организовывать приемочное тестирование реализованного функционала.</li> </ul> <p><strong>Что нужно знать и уметь:</strong></p> <ul> <li>не менее года опыт работы в качестве бизнес-аналитика;</li> <li>опыт работы в финансовом секторе;</li> <li>базовые знания языка SQL;</li> <li>умеет работать в JIRA, Confluence, Slack;</li> <li>имеет опыт моделирования бизнес-процессов.</li> </ul> <p><strong>Преимуществом будет:</strong></p> <ul> <li>знание методологий BPMN или UML</li> <li>понимание работы финансовых институтов и проработка бизнес процессов в них</li> <li>опыт использования финансовых сервисов</li> <li>английский на уровне чтения и понимания технической документации</li> <li>высшее техническое или экономическое образование</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Полностью удаленный формат работы;</li> <li>Стабильные выплаты заработной платы дважды в месяц;</li> <li>Низкий уровень бюрократии и контроля;</li> <li>Реальные перспективы роста и возможности развивать свои навыки в мировой компании, разрабатывая и внедряя свои идеи для нашего огромного сообщества пользователей.<br /><br />Буду рада пообщаться!</li> </ul>","https://hh.ru/vacancy/47736101","1","Москва","","","FALSE"
